ReportingCountry,country_name,Year,Pathogen,Class,Animal,PCU_ANIMALS,NS_a,Tested_a,PR_a,pathogen_name,class_name
MS8,Member State 8,2020,ESCCOL,POL,poultry,0.118943474,0,3,0,E. coli,polymyxins
MS8,Member State 8,2020,ESCCOL,AMP,poultry,0.171457778,0,3,0,E. coli,aminopenicillins
MS1,Member State 1,2020,ESCCOL,TET,poultry,0.244021253,86,305,0.281967213,E. coli,tetracyclines
MS1,Member State 1,2020,ESCCOL,QALL,poultry,0.158593282,103,305,0.337704918,E. coli,fluoroquinolones and other quinolones
MS1,Member State 1,2020,ESCCOL,CEPH,poultry,0,0,305,0,E. coli,third- and fourth-generation cephalosporins 
MS1,Member State 1,2020,ESCCOL,POL,poultry,0.067554894,0,305,0,E. coli,polymyxins
MS1,Member State 1,2020,ESCCOL,AMP,poultry,0.509123351,127,305,0.416393443,E. coli,aminopenicillins
MS19,Member State 19,2020,ESCCOL,TET,poultry,0.005451141,16,367,0.04359673,E. coli,tetracyclines
MS19,Member State 19,2020,ESCCOL,QALL,poultry,0,57,367,0.155313351,E. coli,fluoroquinolones and other quinolones
MS19,Member State 19,2020,ESCCOL,CEPH,poultry,0,0,367,0,E. coli,third- and fourth-generation cephalosporins 
MS19,Member State 19,2020,ESCCOL,POL,poultry,0,0,367,0,E. coli,polymyxins
MS19,Member State 19,2020,ESCCOL,AMP,poultry,0,6,367,0.016348774,E. coli,aminopenicillins
MS29,Member State 29,2020,ESCCOL,TET,poultry,2.939962303,206,357,0.577030812,E. coli,tetracyclines
MS29,Member State 29,2020,ESCCOL,QALL,poultry,3.678430198,288,357,0.806722689,E. coli,fluoroquinolones and other quinolones
MS29,Member State 29,2020,ESCCOL,CEPH,poultry,0,6,357,0.016806723,E. coli,third- and fourth-generation cephalosporins 
MS29,Member State 29,2020,ESCCOL,POL,poultry,2.309475546,14,357,0.039215686,E. coli,polymyxins
MS29,Member State 29,2020,ESCCOL,AMP,poultry,7.248468613,266,357,0.745098039,E. coli,aminopenicillins
MS18,Member State 18,2020,ESCCOL,TET,poultry,2.441600428,159,298,0.533557047,E. coli,tetracyclines
MS18,Member State 18,2020,ESCCOL,QALL,poultry,3.339840238,232,298,0.77852349,E. coli,fluoroquinolones and other quinolones
MS18,Member State 18,2020,ESCCOL,CEPH,poultry,0,10,298,0.033557047,E. coli,third- and fourth-generation cephalosporins 
MS18,Member State 18,2020,ESCCOL,POL,poultry,1.735267484,5,298,0.016778523,E. coli,polymyxins
MS18,Member State 18,2020,ESCCOL,AMP,poultry,2.76398723,200,298,0.67114094,E. coli,aminopenicillins
MS25,Member State 25,2020,ESCCOL,TET,poultry,0.949913733,122,199,0.613065327,E. coli,tetracyclines
MS25,Member State 25,2020,ESCCOL,QALL,poultry,1.092891691,177,199,0.889447236,E. coli,fluoroquinolones and other quinolones
MS25,Member State 25,2020,ESCCOL,CEPH,poultry,0,10,199,0.050251256,E. coli,third- and fourth-generation cephalosporins 
MS25,Member State 25,2020,ESCCOL,POL,poultry,0.809625257,6,199,0.030150754,E. coli,polymyxins
MS25,Member State 25,2020,ESCCOL,AMP,poultry,1.398409961,136,199,0.683417085,E. coli,aminopenicillins
MS3,Member State 3,2020,ESCCOL,TET,poultry,0.031629075,16,216,0.074074074,E. coli,tetracyclines
MS3,Member State 3,2020,ESCCOL,QALL,poultry,0,24,216,0.111111111,E. coli,fluoroquinolones and other quinolones
MS3,Member State 3,2020,ESCCOL,CEPH,poultry,0,0,216,0,E. coli,third- and fourth-generation cephalosporins 
MS3,Member State 3,2020,ESCCOL,POL,poultry,0,0,216,0,E. coli,polymyxins
MS3,Member State 3,2020,ESCCOL,AMP,poultry,0,29,216,0.134259259,E. coli,aminopenicillins
MS30,Member State 30,2020,ESCCOL,TET,poultry,0.758914914,38,85,0.447058824,E. coli,tetracyclines
MS30,Member State 30,2020,ESCCOL,QALL,poultry,0.044151221,53,85,0.623529412,E. coli,fluoroquinolones and other quinolones
MS30,Member State 30,2020,ESCCOL,CEPH,poultry,0,2,85,0.023529412,E. coli,third- and fourth-generation cephalosporins 
MS30,Member State 30,2020,ESCCOL,POL,poultry,0.021621454,0,85,0,E. coli,polymyxins
MS30,Member State 30,2020,ESCCOL,AMP,poultry,2.432522191,48,85,0.564705882,E. coli,aminopenicillins
MS6,Member State 6,2020,ESCCOL,TET,poultry,0.475974564,41,84,0.488095238,E. coli,tetracyclines
MS6,Member State 6,2020,ESCCOL,QALL,poultry,0.960047635,79,84,0.94047619,E. coli,fluoroquinolones and other quinolones
MS6,Member State 6,2020,ESCCOL,CEPH,poultry,0,0,84,0,E. coli,third- and fourth-generation cephalosporins 
MS6,Member State 6,2020,ESCCOL,POL,poultry,0.448130991,0,84,0,E. coli,polymyxins
MS6,Member State 6,2020,ESCCOL,AMP,poultry,0.578367475,72,84,0.857142857,E. coli,aminopenicillins
MS23,Member State 23,2016,CAMJEJ,TET,poultry,0.897851392,108,229,0.471615721,C. jejuni,tetracyclines
MS23,Member State 23,2016,CAMJEJ,QALL,poultry,0.183319495,170,229,0.742358079,C. jejuni,fluoroquinolones and other quinolones
MS23,Member State 23,2016,CAMJEJ,MAC,poultry,0.020235133,0,229,0,C. jejuni,macrolides
MS14,Member State 14,2016,CAMJEJ,TET,poultry,0.753714685,73,176,0.414772727,C. jejuni,tetracyclines
MS14,Member State 14,2016,CAMJEJ,QALL,poultry,0.232359165,90,176,0.511363636,C. jejuni,fluoroquinolones and other quinolones
MS14,Member State 14,2016,CAMJEJ,MAC,poultry,0.155444888,0,176,0,C. jejuni,macrolides
MS22,Member State 22,2016,CAMJEJ,TET,poultry,10.25376354,23,55,0.418181818,C. jejuni,tetracyclines
MS22,Member State 22,2016,CAMJEJ,QALL,poultry,2.982580399,50,55,0.909090909,C. jejuni,fluoroquinolones and other quinolones
MS22,Member State 22,2016,CAMJEJ,MAC,poultry,0.441033113,7,55,0.127272727,C. jejuni,macrolides
MS2,Member State 2,2016,CAMJEJ,TET,poultry,0,51,140,0.364285714,C. jejuni,tetracyclines
MS2,Member State 2,2016,CAMJEJ,QALL,poultry,0.062624133,71,140,0.507142857,C. jejuni,fluoroquinolones and other quinolones
MS2,Member State 2,2016,CAMJEJ,MAC,poultry,0,6,140,0.042857143,C. jejuni,macrolides
MS4,Member State 4,2016,CAMJEJ,TET,poultry,6.208583524,70,85,0.823529412,C. jejuni,tetracyclines
MS4,Member State 4,2016,CAMJEJ,QALL,poultry,1.018130807,76,85,0.894117647,C. jejuni,fluoroquinolones and other quinolones
MS4,Member State 4,2016,CAMJEJ,MAC,poultry,0.120613856,0,85,0,C. jejuni,macrolides
MS27,Member State 27,2016,CAMJEJ,TET,poultry,1.005336775,19,59,0.322033898,C. jejuni,tetracyclines
MS27,Member State 27,2016,CAMJEJ,QALL,poultry,0.26650674,49,59,0.830508475,C. jejuni,fluoroquinolones and other quinolones
MS27,Member State 27,2016,CAMJEJ,MAC,poultry,0.0106754,0,59,0,C. jejuni,macrolides
MS13,Member State 13,2016,CAMJEJ,TET,poultry,1.201617479,178,367,0.485013624,C. jejuni,tetracyclines
MS13,Member State 13,2016,CAMJEJ,QALL,poultry,0.269079551,259,367,0.705722071,C. jejuni,fluoroquinolones and other quinolones
MS13,Member State 13,2016,CAMJEJ,MAC,poultry,0.138149434,0,367,0,C. jejuni,macrolides
MS9,Member State 9,2016,CAMJEJ,TET,poultry,0.410297572,23,160,0.14375,C. jejuni,tetracyclines
MS9,Member State 9,2016,CAMJEJ,QALL,poultry,0.000293649,33,160,0.20625,C. jejuni,fluoroquinolones and other quinolones
MS9,Member State 9,2016,CAMJEJ,MAC,poultry,0.044968494,1,160,0.00625,C. jejuni,macrolides
MS26,Member State 26,2016,CAMJEJ,TET,poultry,2.134292249,94,128,0.734375,C. jejuni,tetracyclines
MS26,Member State 26,2016,CAMJEJ,QALL,poultry,3.898545295,115,128,0.8984375,C. jejuni,fluoroquinolones and other quinolones
MS26,Member State 26,2016,CAMJEJ,MAC,poultry,0.344424329,0,128,0,C. jejuni,macrolides
MS20,Member State 20,2016,CAMJEJ,TET,poultry,2.998307018,210,250,0.84,C. jejuni,tetracyclines
MS20,Member State 20,2016,CAMJEJ,QALL,poultry,6.527267583,216,250,0.864,C. jejuni,fluoroquinolones and other quinolones
MS20,Member State 20,2016,CAMJEJ,MAC,poultry,0.324514581,2,250,0.008,C. jejuni,macrolides
MS17,Member State 17,2016,CAMJEJ,TET,poultry,0.110090529,3,83,0.036144578,C. jejuni,tetracyclines
MS17,Member State 17,2016,CAMJEJ,QALL,poultry,0,7,83,0.084337349,C. jejuni,fluoroquinolones and other quinolones
MS17,Member State 17,2016,CAMJEJ,MAC,poultry,0.008707452,0,83,0,C. jejuni,macrolides
MS7,Member State 7,2016,CAMJEJ,TET,poultry,1.432747342,44,77,0.571428571,C. jejuni,tetracyclines
MS7,Member State 7,2016,CAMJEJ,QALL,poultry,1.355315418,70,77,0.909090909,C. jejuni,fluoroquinolones and other quinolones
MS7,Member State 7,2016,CAMJEJ,MAC,poultry,0.010799473,0,77,0,C. jejuni,macrolides
MS21,Member State 21,2016,CAMJEJ,TET,poultry,3.065277489,171,340,0.502941176,C. jejuni,tetracyclines
MS21,Member State 21,2016,CAMJEJ,QALL,poultry,3.488186423,299,340,0.879411765,C. jejuni,fluoroquinolones and other quinolones
MS21,Member State 21,2016,CAMJEJ,MAC,poultry,0.136008063,0,340,0,C. jejuni,macrolides
MS5,Member State 5,2016,CAMJEJ,TET,poultry,0.062119709,37,174,0.212643678,C. jejuni,tetracyclines
MS5,Member State 5,2016,CAMJEJ,QALL,poultry,0.181624066,42,174,0.24137931,C. jejuni,fluoroquinolones and other quinolones
MS5,Member State 5,2016,CAMJEJ,MAC,poultry,0.234321862,0,174,0,C. jejuni,macrolides
MS28,Member State 28,2016,CAMJEJ,TET,poultry,0.000919655,3,16,0.1875,C. jejuni,tetracyclines
MS28,Member State 28,2016,CAMJEJ,QALL,poultry,0,2,16,0.125,C. jejuni,fluoroquinolones and other quinolones
MS28,Member State 28,2016,CAMJEJ,MAC,poultry,0,0,16,0,C. jejuni,macrolides
MS16,Member State 16,2016,CAMJEJ,TET,poultry,3.006089362,294,389,0.755784062,C. jejuni,tetracyclines
MS16,Member State 16,2016,CAMJEJ,QALL,poultry,1.673567806,327,389,0.840616967,C. jejuni,fluoroquinolones and other quinolones
MS16,Member State 16,2016,CAMJEJ,MAC,poultry,0.606828984,25,389,0.064267352,C. jejuni,macrolides
MS15,Member State 15,2016,CAMJEJ,TET,poultry,0.098091363,58,85,0.682352941,C. jejuni,tetracyclines
MS15,Member State 15,2016,CAMJEJ,QALL,poultry,0.485972024,78,85,0.917647059,C. jejuni,fluoroquinolones and other quinolones
MS15,Member State 15,2016,CAMJEJ,MAC,poultry,0.042198816,0,85,0,C. jejuni,macrolides
MS24,Member State 24,2016,CAMJEJ,TET,poultry,0.0365853,5,7,0.714285714,C. jejuni,tetracyclines
MS24,Member State 24,2016,CAMJEJ,QALL,poultry,1.730251195,7,7,1,C. jejuni,fluoroquinolones and other quinolones
MS24,Member State 24,2016,CAMJEJ,MAC,poultry,0.011634713,0,7,0,C. jejuni,macrolides
MS11,Member State 11,2016,CAMJEJ,TET,poultry,1.764078198,36,48,0.75,C. jejuni,tetracyclines
MS11,Member State 11,2016,CAMJEJ,QALL,poultry,0.450184114,47,48,0.979166667,C. jejuni,fluoroquinolones and other quinolones
MS11,Member State 11,2016,CAMJEJ,MAC,poultry,0.282229725,0,48,0,C. jejuni,macrolides
MS19,Member State 19,2016,CAMJEJ,TET,poultry,0.002118772,6,113,0.053097345,C. jejuni,tetracyclines
MS19,Member State 19,2016,CAMJEJ,QALL,poultry,0,12,113,0.10619469,C. jejuni,fluoroquinolones and other quinolones
MS19,Member State 19,2016,CAMJEJ,MAC,poultry,0,0,113,0,C. jejuni,macrolides
MS29,Member State 29,2016,CAMJEJ,TET,poultry,2.374202419,251,350,0.717142857,C. jejuni,tetracyclines
MS29,Member State 29,2016,CAMJEJ,QALL,poultry,3.573996022,330,350,0.942857143,C. jejuni,fluoroquinolones and other quinolones
MS29,Member State 29,2016,CAMJEJ,MAC,poultry,0.23653292,0,350,0,C. jejuni,macrolides
MS18,Member State 18,2016,CAMJEJ,TET,poultry,2.555546095,86,103,0.834951456,C. jejuni,tetracyclines
MS18,Member State 18,2016,CAMJEJ,QALL,poultry,4.663679431,101,103,0.980582524,C. jejuni,fluoroquinolones and other quinolones
MS18,Member State 18,2016,CAMJEJ,MAC,poultry,0.320202068,16,103,0.155339806,C. jejuni,macrolides
MS25,Member State 25,2016,CAMJEJ,TET,poultry,2.505589265,159,303,0.524752475,C. jejuni,tetracyclines
MS25,Member State 25,2016,CAMJEJ,QALL,poultry,1.320044574,239,303,0.788778878,C. jejuni,fluoroquinolones and other quinolones
MS25,Member State 25,2016,CAMJEJ,MAC,poultry,0.610222465,0,303,0,C. jejuni,macrolides
MS3,Member State 3,2016,CAMJEJ,TET,poultry,0.001474028,23,170,0.135294118,C. jejuni,tetracyclines
MS3,Member State 3,2016,CAMJEJ,QALL,poultry,0.001294361,22,170,0.129411765,C. jejuni,fluoroquinolones and other quinolones
MS3,Member State 3,2016,CAMJEJ,MAC,poultry,0.005746171,0,170,0,C. jejuni,macrolides
MS30,Member State 30,2016,CAMJEJ,TET,poultry,0.199924626,40,85,0.470588235,C. jejuni,tetracyclines
MS30,Member State 30,2016,CAMJEJ,QALL,poultry,1.026998764,51,85,0.6,C. jejuni,fluoroquinolones and other quinolones
MS30,Member State 30,2016,CAMJEJ,MAC,poultry,0,0,85,0,C. jejuni,macrolides
MS6,Member State 6,2016,CAMJEJ,TET,poultry,0.320700819,33,85,0.388235294,C. jejuni,tetracyclines
MS6,Member State 6,2016,CAMJEJ,QALL,poultry,1.017801153,69,85,0.811764706,C. jejuni,fluoroquinolones and other quinolones
MS6,Member State 6,2016,CAMJEJ,MAC,poultry,0.04985399,3,85,0.035294118,C. jejuni,macrolides
MS23,Member State 23,2018,CAMJEJ,TET,poultry,0.963061496,110,241,0.456431535,C. jejuni,tetracyclines
MS23,Member State 23,2018,CAMJEJ,QALL,poultry,0.126692078,165,241,0.684647303,C. jejuni,fluoroquinolones and other quinolones
MS23,Member State 23,2018,CAMJEJ,MAC,poultry,0.022551713,0,241,0,C. jejuni,macrolides
MS22,Member State 22,2018,CAMJEJ,TET,poultry,3.073688009,60,95,0.631578947,C. jejuni,tetracyclines
MS22,Member State 22,2018,CAMJEJ,QALL,poultry,5.446713634,78,95,0.821052632,C. jejuni,fluoroquinolones and other quinolones
MS22,Member State 22,2018,CAMJEJ,MAC,poultry,0.641714262,8,95,0.084210526,C. jejuni,macrolides
MS2,Member State 2,2018,CAMJEJ,TET,poultry,0,40,138,0.289855072,C. jejuni,tetracyclines
MS2,Member State 2,2018,CAMJEJ,QALL,poultry,0.018848711,50,138,0.362318841,C. jejuni,fluoroquinolones and other quinolones
MS2,Member State 2,2018,CAMJEJ,MAC,poultry,0,6,138,0.043478261,C. jejuni,macrolides
MS4,Member State 4,2018,CAMJEJ,TET,poultry,5.532344831,54,79,0.683544304,C. jejuni,tetracyclines
MS4,Member State 4,2018,CAMJEJ,QALL,poultry,1.517682955,75,79,0.949367089,C. jejuni,fluoroquinolones and other quinolones
MS4,Member State 4,2018,CAMJEJ,MAC,poultry,0.149249574,0,79,0,C. jejuni,macrolides
MS13,Member State 13,2018,CAMJEJ,TET,poultry,1.22295657,180,295,0.610169492,C. jejuni,tetracyclines
MS13,Member State 13,2018,CAMJEJ,QALL,poultry,0.459708645,243,295,0.823728814,C. jejuni,fluoroquinolones and other quinolones
MS13,Member State 13,2018,CAMJEJ,MAC,poultry,0.127048289,3,295,0.010169492,C. jejuni,macrolides
MS9,Member State 9,2018,CAMJEJ,TET,poultry,0.21352097,63,195,0.323076923,C. jejuni,tetracyclines
MS9,Member State 9,2018,CAMJEJ,QALL,poultry,0,88,195,0.451282051,C. jejuni,fluoroquinolones and other quinolones
MS9,Member State 9,2018,CAMJEJ,MAC,poultry,0.142615921,0,195,0,C. jejuni,macrolides
MS26,Member State 26,2018,CAMJEJ,TET,poultry,2.443138978,71,117,0.606837607,C. jejuni,tetracyclines
MS26,Member State 26,2018,CAMJEJ,QALL,poultry,3.78920465,106,117,0.905982906,C. jejuni,fluoroquinolones and other quinolones
MS26,Member State 26,2018,CAMJEJ,MAC,poultry,0.325900756,0,117,0,C. jejuni,macrolides
MS20,Member State 20,2018,CAMJEJ,TET,poultry,2.994255644,205,264,0.776515152,C. jejuni,tetracyclines
MS20,Member State 20,2018,CAMJEJ,QALL,poultry,2.877503159,222,264,0.840909091,C. jejuni,fluoroquinolones and other quinolones
MS20,Member State 20,2018,CAMJEJ,MAC,poultry,0.129310514,0,264,0,C. jejuni,macrolides
MS17,Member State 17,2018,CAMJEJ,TET,poultry,0.117336983,0,55,0,C. jejuni,tetracyclines
MS17,Member State 17,2018,CAMJEJ,QALL,poultry,0,19,55,0.345454545,C. jejuni,fluoroquinolones and other quinolones
MS17,Member State 17,2018,CAMJEJ,MAC,poultry,0.004930595,0,55,0,C. jejuni,macrolides
MS12,Member State 12,2018,CAMJEJ,TET,poultry,0.690081635,212,357,0.593837535,C. jejuni,tetracyclines
MS12,Member State 12,2018,CAMJEJ,QALL,poultry,0.06884721,238,357,0.666666667,C. jejuni,fluoroquinolones and other quinolones
MS12,Member State 12,2018,CAMJEJ,MAC,poultry,0.117893486,0,357,0,C. jejuni,macrolides
MS7,Member State 7,2018,CAMJEJ,TET,poultry,1.974887297,33,85,0.388235294,C. jejuni,tetracyclines
MS7,Member State 7,2018,CAMJEJ,QALL,poultry,0.516465287,76,85,0.894117647,C. jejuni,fluoroquinolones and other quinolones
MS7,Member State 7,2018,CAMJEJ,MAC,poultry,0.030250459,0,85,0,C. jejuni,macrolides
MS21,Member State 21,2018,CAMJEJ,TET,poultry,3.101168601,153,319,0.479623824,C. jejuni,tetracyclines
MS21,Member State 21,2018,CAMJEJ,QALL,poultry,5.748088722,296,319,0.927899687,C. jejuni,fluoroquinolones and other quinolones
MS21,Member State 21,2018,CAMJEJ,MAC,poultry,0.123729533,0,319,0,C. jejuni,macrolides
MS5,Member State 5,2018,CAMJEJ,TET,poultry,0.109300734,70,172,0.406976744,C. jejuni,tetracyclines
MS5,Member State 5,2018,CAMJEJ,QALL,poultry,0.140653183,34,172,0.197674419,C. jejuni,fluoroquinolones and other quinolones
MS5,Member State 5,2018,CAMJEJ,MAC,poultry,0.148784108,0,172,0,C. jejuni,macrolides
MS28,Member State 28,2018,CAMJEJ,TET,poultry,0,0,14,0,C. jejuni,tetracyclines
MS28,Member State 28,2018,CAMJEJ,QALL,poultry,0,2,14,0.142857143,C. jejuni,fluoroquinolones and other quinolones
MS28,Member State 28,2018,CAMJEJ,MAC,poultry,0,0,14,0,C. jejuni,macrolides
MS16,Member State 16,2018,CAMJEJ,TET,poultry,3.338448904,226,340,0.664705882,C. jejuni,tetracyclines
MS16,Member State 16,2018,CAMJEJ,QALL,poultry,1.220723431,288,340,0.847058824,C. jejuni,fluoroquinolones and other quinolones
MS16,Member State 16,2018,CAMJEJ,MAC,poultry,0.734453207,16,340,0.047058824,C. jejuni,macrolides
MS15,Member State 15,2018,CAMJEJ,TET,poultry,0.14082791,71,85,0.835294118,C. jejuni,tetracyclines
MS15,Member State 15,2018,CAMJEJ,QALL,poultry,1.081743058,80,85,0.941176471,C. jejuni,fluoroquinolones and other quinolones
MS15,Member State 15,2018,CAMJEJ,MAC,poultry,0.104145458,0,85,0,C. jejuni,macrolides
MS11,Member State 11,2018,CAMJEJ,TET,poultry,1.016437502,23,64,0.359375,C. jejuni,tetracyclines
MS11,Member State 11,2018,CAMJEJ,QALL,poultry,0.324697903,63,64,0.984375,C. jejuni,fluoroquinolones and other quinolones
MS11,Member State 11,2018,CAMJEJ,MAC,poultry,0.444797689,0,64,0,C. jejuni,macrolides
MS1,Member State 1,2018,CAMJEJ,TET,poultry,0.624276248,102,156,0.653846154,C. jejuni,tetracyclines
MS1,Member State 1,2018,CAMJEJ,QALL,poultry,0.225193145,105,156,0.673076923,C. jejuni,fluoroquinolones and other quinolones
MS1,Member State 1,2018,CAMJEJ,MAC,poultry,0.210665025,0,156,0,C. jejuni,macrolides
MS19,Member State 19,2018,CAMJEJ,TET,poultry,0.002106242,3,101,0.02970297,C. jejuni,tetracyclines
MS19,Member State 19,2018,CAMJEJ,QALL,poultry,0,8,101,0.079207921,C. jejuni,fluoroquinolones and other quinolones
MS19,Member State 19,2018,CAMJEJ,MAC,poultry,0,0,101,0,C. jejuni,macrolides
MS29,Member State 29,2018,CAMJEJ,TET,poultry,5.885115288,261,352,0.741477273,C. jejuni,tetracyclines
MS29,Member State 29,2018,CAMJEJ,QALL,poultry,5.035649608,323,352,0.917613636,C. jejuni,fluoroquinolones and other quinolones
MS29,Member State 29,2018,CAMJEJ,MAC,poultry,0.447860722,0,352,0,C. jejuni,macrolides
MS18,Member State 18,2018,CAMJEJ,TET,poultry,1.946508977,144,148,0.972972973,C. jejuni,tetracyclines
MS18,Member State 18,2018,CAMJEJ,QALL,poultry,3.390827002,140,148,0.945945946,C. jejuni,fluoroquinolones and other quinolones
MS18,Member State 18,2018,CAMJEJ,MAC,poultry,0.261258591,30,148,0.202702703,C. jejuni,macrolides
MS25,Member State 25,2018,CAMJEJ,TET,poultry,2.052196677,221,345,0.64057971,C. jejuni,tetracyclines
MS25,Member State 25,2018,CAMJEJ,QALL,poultry,2.797339846,294,345,0.852173913,C. jejuni,fluoroquinolones and other quinolones
MS25,Member State 25,2018,CAMJEJ,MAC,poultry,0.538379821,0,345,0,C. jejuni,macrolides
MS3,Member State 3,2018,CAMJEJ,TET,poultry,0.021173297,7,174,0.040229885,C. jejuni,tetracyclines
MS3,Member State 3,2018,CAMJEJ,QALL,poultry,0,39,174,0.224137931,C. jejuni,fluoroquinolones and other quinolones
MS3,Member State 3,2018,CAMJEJ,MAC,poultry,0.003276824,0,174,0,C. jejuni,macrolides
MS30,Member State 30,2018,CAMJEJ,TET,poultry,0.364019859,41,85,0.482352941,C. jejuni,tetracyclines
MS30,Member State 30,2018,CAMJEJ,QALL,poultry,0.956271483,60,85,0.705882353,C. jejuni,fluoroquinolones and other quinolones
MS30,Member State 30,2018,CAMJEJ,MAC,poultry,0,0,85,0,C. jejuni,macrolides
MS6,Member State 6,2018,CAMJEJ,TET,poultry,0.338746319,56,85,0.658823529,C. jejuni,tetracyclines
MS6,Member State 6,2018,CAMJEJ,QALL,poultry,0.751984661,77,85,0.905882353,C. jejuni,fluoroquinolones and other quinolones
MS6,Member State 6,2018,CAMJEJ,MAC,poultry,0.013538395,3,85,0.035294118,C. jejuni,macrolides
MS23,Member State 23,2020,CAMJEJ,TET,poultry,0.684570084,105,254,0.413385827,C. jejuni,tetracyclines
MS23,Member State 23,2020,CAMJEJ,QALL,poultry,0.090626606,212,254,0.834645669,C. jejuni,fluoroquinolones and other quinolones
MS23,Member State 23,2020,CAMJEJ,MAC,poultry,0.029962752,0,254,0,C. jejuni,macrolides
MS14,Member State 14,2020,CAMJEJ,TET,poultry,0.643090387,50,92,0.543478261,C. jejuni,tetracyclines
MS14,Member State 14,2020,CAMJEJ,QALL,poultry,0.221918028,56,92,0.608695652,C. jejuni,fluoroquinolones and other quinolones
MS14,Member State 14,2020,CAMJEJ,MAC,poultry,0.137680045,0,92,0,C. jejuni,macrolides
MS22,Member State 22,2020,CAMJEJ,TET,poultry,3.780930516,41,85,0.482352941,C. jejuni,tetracyclines
MS22,Member State 22,2020,CAMJEJ,QALL,poultry,2.438036891,60,85,0.705882353,C. jejuni,fluoroquinolones and other quinolones
MS22,Member State 22,2020,CAMJEJ,MAC,poultry,0.304603689,0,85,0,C. jejuni,macrolides
MS2,Member State 2,2020,CAMJEJ,TET,poultry,0,60,179,0.335195531,C. jejuni,tetracyclines
MS2,Member State 2,2020,CAMJEJ,QALL,poultry,0.07635026,94,179,0.525139665,C. jejuni,fluoroquinolones and other quinolones
MS2,Member State 2,2020,CAMJEJ,MAC,poultry,7.9554E-05,0,179,0,C. jejuni,macrolides
MS4,Member State 4,2020,CAMJEJ,TET,poultry,6.939619814,39,74,0.527027027,C. jejuni,tetracyclines
MS4,Member State 4,2020,CAMJEJ,QALL,poultry,1.696871729,65,74,0.878378378,C. jejuni,fluoroquinolones and other quinolones
MS4,Member State 4,2020,CAMJEJ,MAC,poultry,0.181524635,9,74,0.121621622,C. jejuni,macrolides
MS27,Member State 27,2020,CAMJEJ,TET,poultry,0.490021763,66,174,0.379310345,C. jejuni,tetracyclines
MS27,Member State 27,2020,CAMJEJ,QALL,poultry,0.591416817,138,174,0.793103448,C. jejuni,fluoroquinolones and other quinolones
MS27,Member State 27,2020,CAMJEJ,MAC,poultry,0.014299981,3,174,0.017241379,C. jejuni,macrolides
MS13,Member State 13,2020,CAMJEJ,TET,poultry,1.106995748,265,406,0.65270936,C. jejuni,tetracyclines
MS13,Member State 13,2020,CAMJEJ,QALL,poultry,0.543073551,327,406,0.805418719,C. jejuni,fluoroquinolones and other quinolones
MS13,Member State 13,2020,CAMJEJ,MAC,poultry,0.136066974,0,406,0,C. jejuni,macrolides
MS9,Member State 9,2020,CAMJEJ,TET,poultry,0.166983763,56,163,0.343558282,C. jejuni,tetracyclines
MS9,Member State 9,2020,CAMJEJ,QALL,poultry,0,67,163,0.411042945,C. jejuni,fluoroquinolones and other quinolones
MS9,Member State 9,2020,CAMJEJ,MAC,poultry,0.129153803,0,163,0,C. jejuni,macrolides
MS10,Member State 10,2020,CAMJEJ,TET,poultry,0.103545637,2,10,0.2,C. jejuni,tetracyclines
MS10,Member State 10,2020,CAMJEJ,QALL,poultry,0.016679198,9,10,0.9,C. jejuni,fluoroquinolones and other quinolones
MS10,Member State 10,2020,CAMJEJ,MAC,poultry,0.005422312,0,10,0,C. jejuni,macrolides
MS26,Member State 26,2020,CAMJEJ,TET,poultry,3.558766367,57,98,0.581632653,C. jejuni,tetracyclines
MS26,Member State 26,2020,CAMJEJ,QALL,poultry,3.387314177,91,98,0.928571429,C. jejuni,fluoroquinolones and other quinolones
MS26,Member State 26,2020,CAMJEJ,MAC,poultry,0.447848774,0,98,0,C. jejuni,macrolides
MS20,Member State 20,2020,CAMJEJ,TET,poultry,2.595851487,175,246,0.711382114,C. jejuni,tetracyclines
MS20,Member State 20,2020,CAMJEJ,QALL,poultry,1.070767249,211,246,0.857723577,C. jejuni,fluoroquinolones and other quinolones
MS20,Member State 20,2020,CAMJEJ,MAC,poultry,0.21022615,0,246,0,C. jejuni,macrolides
MS17,Member State 17,2020,CAMJEJ,TET,poultry,0.152885222,2,87,0.022988506,C. jejuni,tetracyclines
MS17,Member State 17,2020,CAMJEJ,QALL,poultry,0,5,87,0.057471264,C. jejuni,fluoroquinolones and other quinolones
MS17,Member State 17,2020,CAMJEJ,MAC,poultry,0.00170049,0,87,0,C. jejuni,macrolides
MS12,Member State 12,2020,CAMJEJ,TET,poultry,0.506690298,201,334,0.601796407,C. jejuni,tetracyclines
MS12,Member State 12,2020,CAMJEJ,QALL,poultry,0.088096351,218,334,0.652694611,C. jejuni,fluoroquinolones and other quinolones
MS12,Member State 12,2020,CAMJEJ,MAC,poultry,0.09870434,0,334,0,C. jejuni,macrolides
MS7,Member State 7,2020,CAMJEJ,TET,poultry,1.810519401,33,85,0.388235294,C. jejuni,tetracyclines
MS7,Member State 7,2020,CAMJEJ,QALL,poultry,0.482660564,73,85,0.858823529,C. jejuni,fluoroquinolones and other quinolones
MS7,Member State 7,2020,CAMJEJ,MAC,poultry,0.038516739,0,85,0,C. jejuni,macrolides
