ReportingCountry,country_name,Year,Pathogen,Class,DID_TOTAL,NS,Tested,PR_h,pathogen_name,class_name
MS20,Member State 20,2019,CAMJEJ,MAC,2.720902709,4,216,0.018518519,C. jejuni,macrolides
MS20,Member State 20,2019,CAMCOL,MAC,3.139901038,7,47,0.14893617,C. coli,macrolides
MS17,Member State 17,2019,CAMJEJ,MAC,0.530582667,60,3025,0.019834711,C. jejuni,macrolides
MS17,Member State 17,2019,CAMCOL,MAC,0.385851189,92,353,0.260623229,C. coli,macrolides
MS12,Member State 12,2019,CAMJEJ,MAC,1.300895521,27,6522,0.004139834,C. jejuni,macrolides
MS12,Member State 12,2019,CAMCOL,MAC,1.065732188,69,1061,0.065032988,C. coli,macrolides
MS12,Member State 12,2019,SLMSPP,MAC,2.028029353,3,842,0.003562945,Salmonella spp.,macrolides
MS5,Member State 5,2019,SLMSPP,MAC,6.082200739,0,185,0,Salmonella spp.,macrolides
MS28,Member State 28,2019,CAMJEJ,MAC,1.460704796,2,82,0.024390244,C. jejuni,macrolides
MS28,Member State 28,2019,CAMCOL,MAC,1.243966303,0,2,0,C. coli,macrolides
MS16,Member State 16,2019,CAMJEJ,MAC,5.388187754,1,86,0.011627907,C. jejuni,macrolides
MS16,Member State 16,2019,CAMCOL,MAC,5.205381492,4,16,0.25,C. coli,macrolides
MS16,Member State 16,2019,SLMSPP,MAC,3.647755067,3,255,0.011764706,Salmonella spp.,macrolides
MS15,Member State 15,2019,CAMJEJ,MAC,2.192795508,2,756,0.002645503,C. jejuni,macrolides
MS15,Member State 15,2019,CAMCOL,MAC,2.599643936,3,61,0.049180328,C. coli,macrolides
MS24,Member State 24,2019,CAMJEJ,MAC,3.549238578,2,237,0.008438819,C. jejuni,macrolides
MS24,Member State 24,2019,CAMCOL,MAC,2.833226564,3,34,0.088235294,C. coli,macrolides
MS8,Member State 8,2019,CAMJEJ,MAC,6.028732805,3,197,0.015228426,C. jejuni,macrolides
MS8,Member State 8,2019,CAMCOL,MAC,4.391439653,1,40,0.025,C. coli,macrolides
MS1,Member State 1,2019,CAMJEJ,MAC,1.130434931,34,1416,0.024011299,C. jejuni,macrolides
MS1,Member State 1,2019,CAMCOL,MAC,1.168159777,49,139,0.352517986,C. coli,macrolides
MS1,Member State 1,2019,SLMSPP,MAC,1.137163242,6,727,0.008253095,Salmonella spp.,macrolides
MS19,Member State 19,2019,CAMJEJ,MAC,0.500816284,2,221,0.009049774,C. jejuni,macrolides
MS19,Member State 19,2019,CAMCOL,MAC,0.689248479,2,7,0.285714286,C. coli,macrolides
MS29,Member State 29,2019,CAMJEJ,MAC,3.944002571,1,82,0.012195122,C. jejuni,macrolides
MS29,Member State 29,2019,CAMCOL,MAC,5.164128589,0,18,0,C. coli,macrolides
MS18,Member State 18,2019,CAMJEJ,MAC,2.872131126,12,302,0.039735099,C. jejuni,macrolides
MS18,Member State 18,2019,CAMCOL,MAC,3.08683855,41,52,0.788461538,C. coli,macrolides
MS18,Member State 18,2019,SLMSPP,MAC,3.680526545,9,463,0.019438445,Salmonella spp.,macrolides
MS25,Member State 25,2019,CAMJEJ,MAC,2.833585698,0,8,0,C. jejuni,macrolides
MS25,Member State 25,2019,CAMCOL,MAC,2.624039273,1,9,0.111111111,C. coli,macrolides
MS3,Member State 3,2019,SLMSPP,MAC,0.244523509,0,7,0,Salmonella spp.,macrolides
MS30,Member State 30,2019,CAMJEJ,MAC,1.682537376,10,958,0.010438413,C. jejuni,macrolides
MS30,Member State 30,2019,CAMCOL,MAC,1.008076635,0,77,0,C. coli,macrolides
MS6,Member State 6,2019,CAMJEJ,MAC,3.627429868,12,453,0.026490066,C. jejuni,macrolides
MS6,Member State 6,2019,CAMCOL,MAC,4.259040436,2,74,0.027027027,C. coli,macrolides
MS23,Member State 23,2020,CAMJEJ,MAC,1.075879939,0,397,0,C. jejuni,macrolides
MS23,Member State 23,2020,CAMCOL,MAC,0.790761817,0,40,0,C. coli,macrolides
MS23,Member State 23,2020,SLMSPP,MAC,0.856153365,5,894,0.005592841,Salmonella spp.,macrolides
MS4,Member State 4,2020,CAMJEJ,MAC,2.876355418,0,17,0,C. jejuni,macrolides
MS4,Member State 4,2020,CAMCOL,MAC,2.483217465,0,6,0,C. coli,macrolides
MS9,Member State 9,2020,CAMJEJ,MAC,1.658714376,0,220,0,C. jejuni,macrolides
MS9,Member State 9,2020,SLMSPP,MAC,1.160943104,4,252,0.015873016,Salmonella spp.,macrolides
MS10,Member State 10,2020,CAMJEJ,MAC,1.590154917,2,249,0.008032129,C. jejuni,macrolides
MS10,Member State 10,2020,CAMCOL,MAC,1.808472621,2,28,0.071428571,C. coli,macrolides
MS26,Member State 26,2020,SLMSPP,MAC,5.53253472,2,166,0.012048193,Salmonella spp.,macrolides
MS20,Member State 20,2020,CAMJEJ,MAC,2.805454325,0,21,0,C. jejuni,macrolides
MS20,Member State 20,2020,CAMCOL,MAC,2.192936406,0,3,0,C. coli,macrolides
MS17,Member State 17,2020,CAMJEJ,MAC,0.251523968,20,1353,0.014781966,C. jejuni,macrolides
MS17,Member State 17,2020,CAMCOL,MAC,0.312581086,44,100,0.44,C. coli,macrolides
MS12,Member State 12,2020,CAMJEJ,MAC,1.586199883,18,6530,0.002756508,C. jejuni,macrolides
MS12,Member State 12,2020,CAMCOL,MAC,1.605004392,51,998,0.051102204,C. coli,macrolides
MS12,Member State 12,2020,SLMSPP,MAC,1.903323804,8,713,0.011220196,Salmonella spp.,macrolides
MS5,Member State 5,2020,CAMJEJ,MAC,4.021889707,0,1,0,C. jejuni,macrolides
MS5,Member State 5,2020,SLMSPP,MAC,5.32757939,0,183,0,Salmonella spp.,macrolides
MS28,Member State 28,2020,CAMJEJ,MAC,1.062487898,0,71,0,C. jejuni,macrolides
MS28,Member State 28,2020,CAMCOL,MAC,1.374971471,0,5,0,C. coli,macrolides
MS16,Member State 16,2020,CAMJEJ,MAC,4.817010419,2,77,0.025974026,C. jejuni,macrolides
MS16,Member State 16,2020,CAMCOL,MAC,4.657210129,1,15,0.066666667,C. coli,macrolides
MS16,Member State 16,2020,SLMSPP,MAC,3.535122509,2,349,0.005730659,Salmonella spp.,macrolides
MS24,Member State 24,2020,CAMJEJ,MAC,2.779529611,0,200,0,C. jejuni,macrolides
MS24,Member State 24,2020,CAMCOL,MAC,4.008734737,5,26,0.192307692,C. coli,macrolides
MS8,Member State 8,2020,CAMJEJ,MAC,2.498048614,0,138,0,C. jejuni,macrolides
MS8,Member State 8,2020,CAMCOL,MAC,2.020732848,1,34,0.029411765,C. coli,macrolides
MS1,Member State 1,2020,CAMJEJ,MAC,1.157963504,29,1250,0.0232,C. jejuni,macrolides
MS1,Member State 1,2020,CAMCOL,MAC,1.337256362,34,113,0.300884956,C. coli,macrolides
MS1,Member State 1,2020,SLMSPP,MAC,1.326096645,0,494,0,Salmonella spp.,macrolides
MS19,Member State 19,2020,CAMJEJ,MAC,0.419008657,0,272,0,C. jejuni,macrolides
MS19,Member State 19,2020,CAMCOL,MAC,0.50635073,0,1,0,C. coli,macrolides
MS29,Member State 29,2020,CAMJEJ,MAC,1.727464828,1,28,0.035714286,C. jejuni,macrolides
MS29,Member State 29,2020,CAMCOL,MAC,2.354224514,0,8,0,C. coli,macrolides
MS18,Member State 18,2020,CAMJEJ,MAC,2.162733203,5,227,0.022026432,C. jejuni,macrolides
MS18,Member State 18,2020,CAMCOL,MAC,2.732081873,13,38,0.342105263,C. coli,macrolides
MS18,Member State 18,2020,SLMSPP,MAC,2.189787401,6,238,0.025210084,Salmonella spp.,macrolides
MS3,Member State 3,2020,CAMJEJ,MAC,0.316458795,0,323,0,C. jejuni,macrolides
MS3,Member State 3,2020,CAMCOL,MAC,0.234627177,0,7,0,C. coli,macrolides
MS3,Member State 3,2020,SLMSPP,MAC,0.205309249,0,347,0,Salmonella spp.,macrolides
MS30,Member State 30,2020,CAMJEJ,MAC,1.20862396,3,759,0.003952569,C. jejuni,macrolides
MS30,Member State 30,2020,CAMCOL,MAC,1.923654163,2,45,0.044444444,C. coli,macrolides
MS6,Member State 6,2020,CAMJEJ,MAC,3.42583332,8,858,0.009324009,C. jejuni,macrolides
MS6,Member State 6,2020,CAMCOL,MAC,3.259273792,2,106,0.018867925,C. coli,macrolides
MS23,Member State 23,2021,CAMJEJ,MAC,1.062658229,0,419,0,C. jejuni,macrolides
MS23,Member State 23,2021,CAMCOL,MAC,1.21633682,1,49,0.020408163,C. coli,macrolides
MS23,Member State 23,2021,SLMSPP,MAC,1.321427474,1,1052,0.00095057,Salmonella spp.,macrolides
MS22,Member State 22,2021,CAMJEJ,MAC,6.351027484,0,19,0,C. jejuni,macrolides
MS4,Member State 4,2021,CAMJEJ,MAC,3.254482451,0,25,0,C. jejuni,macrolides
MS4,Member State 4,2021,CAMCOL,MAC,3.513985995,0,7,0,C. coli,macrolides
MS13,Member State 13,2021,CAMJEJ,MAC,0.47775765,24,1302,0.01843318,C. jejuni,macrolides
MS13,Member State 13,2021,CAMCOL,MAC,0.569806014,11,233,0.0472103,C. coli,macrolides
MS9,Member State 9,2021,CAMJEJ,MAC,1.125987373,0,285,0,C. jejuni,macrolides
MS9,Member State 9,2021,CAMCOL,MAC,1.178344542,2,14,0.142857143,C. coli,macrolides
MS9,Member State 9,2021,SLMSPP,MAC,1.77970172,4,343,0.011661808,Salmonella spp.,macrolides
MS10,Member State 10,2021,CAMJEJ,MAC,1.839222396,3,184,0.016304348,C. jejuni,macrolides
MS10,Member State 10,2021,CAMCOL,MAC,2.117000125,6,27,0.222222222,C. coli,macrolides
MS26,Member State 26,2021,SLMSPP,MAC,3.198716417,1,246,0.004065041,Salmonella spp.,macrolides
MS20,Member State 20,2021,CAMJEJ,MAC,2.057020533,61,458,0.133187773,C. jejuni,macrolides
MS20,Member State 20,2021,CAMCOL,MAC,1.906192305,15,112,0.133928571,C. coli,macrolides
MS17,Member State 17,2021,CAMJEJ,MAC,0.259434568,6,997,0.006018054,C. jejuni,macrolides
MS17,Member State 17,2021,CAMCOL,MAC,0.388766594,6,33,0.181818182,C. coli,macrolides
MS12,Member State 12,2021,CAMJEJ,MAC,1.678440986,33,6797,0.004855083,C. jejuni,macrolides
MS12,Member State 12,2021,CAMCOL,MAC,1.698335754,66,997,0.066198596,C. coli,macrolides
MS12,Member State 12,2021,SLMSPP,MAC,1.560538252,14,833,0.016806723,Salmonella spp.,macrolides
MS21,Member State 21,2021,CAMJEJ,MAC,2.397484072,0,414,0,C. jejuni,macrolides
MS21,Member State 21,2021,CAMCOL,MAC,1.942755367,0,137,0,C. coli,macrolides
MS5,Member State 5,2021,CAMJEJ,MAC,2.552813419,1,184,0.005434783,C. jejuni,macrolides
MS5,Member State 5,2021,CAMCOL,MAC,2.191380257,0,18,0,C. coli,macrolides
MS28,Member State 28,2021,CAMJEJ,MAC,1.312331964,0,36,0,C. jejuni,macrolides
MS28,Member State 28,2021,CAMCOL,MAC,1.402898886,0,1,0,C. coli,macrolides
MS16,Member State 16,2021,CAMJEJ,MAC,2.653605379,0,105,0,C. jejuni,macrolides
MS16,Member State 16,2021,CAMCOL,MAC,2.586337632,6,34,0.176470588,C. coli,macrolides
MS16,Member State 16,2021,SLMSPP,MAC,3.059874907,1,531,0.001883239,Salmonella spp.,macrolides
MS15,Member State 15,2021,CAMJEJ,MAC,1.510543352,4,206,0.019417476,C. jejuni,macrolides
MS15,Member State 15,2021,CAMCOL,MAC,1.570662771,0,11,0,C. coli,macrolides
MS24,Member State 24,2021,CAMJEJ,MAC,2.413479128,0,187,0,C. jejuni,macrolides
MS24,Member State 24,2021,CAMCOL,MAC,1.65538713,5,21,0.238095238,C. coli,macrolides
MS8,Member State 8,2021,CAMJEJ,MAC,2.01280613,0,200,0,C. jejuni,macrolides
MS8,Member State 8,2021,CAMCOL,MAC,2.02817515,0,44,0,C. coli,macrolides
MS1,Member State 1,2021,CAMJEJ,MAC,1.222124593,24,1297,0.018504241,C. jejuni,macrolides
MS1,Member State 1,2021,CAMCOL,MAC,1.118796742,4,91,0.043956044,C. coli,macrolides
MS1,Member State 1,2021,SLMSPP,MAC,1.263568747,2,612,0.003267974,Salmonella spp.,macrolides
MS19,Member State 19,2021,CAMJEJ,MAC,0.362587399,4,266,0.015037594,C. jejuni,macrolides
MS19,Member State 19,2021,CAMCOL,MAC,0.43812066,0,3,0,C. coli,macrolides
MS29,Member State 29,2021,CAMJEJ,MAC,2.87092049,0,72,0,C. jejuni,macrolides
MS29,Member State 29,2021,CAMCOL,MAC,3.68575515,0,4,0,C. coli,macrolides
MS29,Member State 29,2021,SLMSPP,MAC,2.962142422,2,75,0.026666667,Salmonella spp.,macrolides
MS18,Member State 18,2021,CAMJEJ,MAC,1.680620719,14,278,0.050359712,C. jejuni,macrolides
MS18,Member State 18,2021,CAMCOL,MAC,2.302975155,30,47,0.638297872,C. coli,macrolides
MS18,Member State 18,2021,SLMSPP,MAC,2.212199856,0,278,0,Salmonella spp.,macrolides
MS25,Member State 25,2021,CAMJEJ,MAC,5.355639154,0,2,0,C. jejuni,macrolides
MS3,Member State 3,2021,CAMJEJ,MAC,0.259096426,0,244,0,C. jejuni,macrolides
MS3,Member State 3,2021,CAMCOL,MAC,0.210113701,0,6,0,C. coli,macrolides
MS3,Member State 3,2021,SLMSPP,MAC,0.183647669,0,619,0,Salmonella spp.,macrolides
MS30,Member State 30,2021,CAMJEJ,MAC,1.440440403,2,797,0.00250941,C. jejuni,macrolides
MS30,Member State 30,2021,CAMCOL,MAC,1.391789167,0,57,0,C. coli,macrolides
MS6,Member State 6,2021,CAMJEJ,MAC,3.960188324,2,1104,0.001811594,C. jejuni,macrolides
MS6,Member State 6,2021,CAMCOL,MAC,2.388078341,4,123,0.032520325,C. coli,macrolides
MS14,Member State 14,2013,ESCCOL,QALL,2.799390897,984,4113,0.23924143,E. coli,fluoroquinolones and other quinolones
MS14,Member State 14,2013,SLMSPP,QALL,3.385998646,143,887,0.161217587,Salmonella spp.,fluoroquinolones and other quinolones
MS22,Member State 22,2013,ESCCOL,QALL,2.377999101,82,187,0.438502674,E. coli,fluoroquinolones and other quinolones
MS4,Member State 4,2013,ESCCOL,QALL,4.249513748,82,162,0.50617284,E. coli,fluoroquinolones and other quinolones
MS13,Member State 13,2013,ESCCOL,QALL,1.293222661,1210,5296,0.22847432,E. coli,fluoroquinolones and other quinolones
MS13,Member State 13,2013,SLMSPP,QALL,1.785199066,100,2017,0.049578582,Salmonella spp.,fluoroquinolones and other quinolones
MS9,Member State 9,2013,ESCCOL,QALL,0.531854474,578,3963,0.145849104,E. coli,fluoroquinolones and other quinolones
MS9,Member State 9,2013,CAMJEJ,QALL,0.625423827,17,65,0.261538462,C. jejuni,fluoroquinolones and other quinolones
MS9,Member State 9,2013,SLMSPP,QALL,0.906821497,12,171,0.070175439,Salmonella spp.,fluoroquinolones and other quinolones
MS10,Member State 10,2013,ESCCOL,QALL,1.035600551,38,338,0.112426036,E. coli,fluoroquinolones and other quinolones
MS10,Member State 10,2013,CAMJEJ,QALL,1.457175348,170,293,0.580204778,C. jejuni,fluoroquinolones and other quinolones
MS10,Member State 10,2013,CAMCOL,QALL,1.170111999,9,9,1,C. coli,fluoroquinolones and other quinolones
MS10,Member State 10,2013,SLMSPP,QALL,1.401009342,17,152,0.111842105,Salmonella spp.,fluoroquinolones and other quinolones
MS26,Member State 26,2013,ESCCOL,QALL,2.202602465,393,1240,0.316935484,E. coli,fluoroquinolones and other quinolones
MS26,Member State 26,2013,SLMSPP,QALL,2.572880418,25,138,0.18115942,Salmonella spp.,fluoroquinolones and other quinolones
MS17,Member State 17,2013,ESCCOL,QALL,1.263577253,525,3618,0.145107794,E. coli,fluoroquinolones and other quinolones
MS17,Member State 17,2013,SLMSPP,QALL,1.044811219,33,336,0.098214286,Salmonella spp.,fluoroquinolones and other quinolones
MS12,Member State 12,2013,ESCCOL,QALL,2.912100079,1867,10069,0.185420598,E. coli,fluoroquinolones and other quinolones
MS12,Member State 12,2013,CAMJEJ,QALL,2.514905963,1857,3816,0.48663522,C. jejuni,fluoroquinolones and other quinolones
MS12,Member State 12,2013,CAMCOL,QALL,1.760791042,481,678,0.709439528,C. coli,fluoroquinolones and other quinolones
MS12,Member State 12,2013,SLMSPP,QALL,2.676011373,257,997,0.25777332,Salmonella spp.,fluoroquinolones and other quinolones
MS7,Member State 7,2013,ESCCOL,QALL,1.503829183,212,1026,0.20662768,E. coli,fluoroquinolones and other quinolones
MS21,Member State 21,2013,ESCCOL,QALL,1.346077127,450,1432,0.31424581,E. coli,fluoroquinolones and other quinolones
MS21,Member State 21,2013,SLMSPP,QALL,2.214961739,128,675,0.18962963,Salmonella spp.,fluoroquinolones and other quinolones
MS5,Member State 5,2013,ESCCOL,QALL,0.807816548,625,2478,0.252219532,E. coli,fluoroquinolones and other quinolones
MS5,Member State 5,2013,SLMSPP,QALL,0.899799443,7,207,0.033816425,Salmonella spp.,fluoroquinolones and other quinolones
MS28,Member State 28,2013,ESCCOL,QALL,0.991200467,16,116,0.137931034,E. coli,fluoroquinolones and other quinolones
MS28,Member State 28,2013,CAMJEJ,QALL,0.675974555,2,6,0.333333333,C. jejuni,fluoroquinolones and other quinolones
MS28,Member State 28,2013,SLMSPP,QALL,1.011877794,0,16,0,Salmonella spp.,fluoroquinolones and other quinolones
MS16,Member State 16,2013,ESCCOL,QALL,4.855811505,1685,3928,0.428971487,E. coli,fluoroquinolones and other quinolones
MS16,Member State 16,2013,CAMJEJ,QALL,2.800626964,161,235,0.685106383,C. jejuni,fluoroquinolones and other quinolones
MS16,Member State 16,2013,CAMCOL,QALL,5.373883113,21,24,0.875,C. coli,fluoroquinolones and other quinolones
MS16,Member State 16,2013,SLMSPP,QALL,5.462745517,87,672,0.129464286,Salmonella spp.,fluoroquinolones and other quinolones
MS15,Member State 15,2013,ESCCOL,QALL,0.927047675,70,433,0.161662818,E. coli,fluoroquinolones and other quinolones
MS15,Member State 15,2013,CAMJEJ,QALL,1.818514593,152,178,0.853932584,C. jejuni,fluoroquinolones and other quinolones
MS15,Member State 15,2013,CAMCOL,QALL,0.898143995,10,12,0.833333333,C. coli,fluoroquinolones and other quinolones
MS15,Member State 15,2013,SLMSPP,QALL,1.162933508,71,960,0.073958333,Salmonella spp.,fluoroquinolones and other quinolones
MS24,Member State 24,2013,ESCCOL,QALL,2.651407833,86,295,0.291525424,E. coli,fluoroquinolones and other quinolones
MS24,Member State 24,2013,CAMJEJ,QALL,3.739123991,342,566,0.604240283,C. jejuni,fluoroquinolones and other quinolones
MS24,Member State 24,2013,CAMCOL,QALL,2.217849474,50,90,0.555555556,C. coli,fluoroquinolones and other quinolones
MS24,Member State 24,2013,SLMSPP,QALL,2.614457253,11,120,0.091666667,Salmonella spp.,fluoroquinolones and other quinolones
MS11,Member State 11,2013,ESCCOL,QALL,1.003853999,30,134,0.223880597,E. coli,fluoroquinolones and other quinolones
MS11,Member State 11,2013,SLMSPP,QALL,1.628132205,0,34,0,Salmonella spp.,fluoroquinolones and other quinolones
MS8,Member State 8,2013,ESCCOL,QALL,3.565563592,91,242,0.376033058,E. coli,fluoroquinolones and other quinolones
MS8,Member State 8,2013,CAMJEJ,QALL,3.081824226,98,138,0.710144928,C. jejuni,fluoroquinolones and other quinolones
MS8,Member State 8,2013,CAMCOL,QALL,2.678482189,30,44,0.681818182,C. coli,fluoroquinolones and other quinolones
MS8,Member State 8,2013,SLMSPP,QALL,2.585885748,40,82,0.487804878,Salmonella spp.,fluoroquinolones and other quinolones
MS1,Member State 1,2013,ESCCOL,QALL,0.884342584,1066,6667,0.159892005,E. coli,fluoroquinolones and other quinolones
MS1,Member State 1,2013,CAMJEJ,QALL,0.648789033,1632,2811,0.580576307,C. jejuni,fluoroquinolones and other quinolones
MS1,Member State 1,2013,CAMCOL,QALL,1.33060666,142,236,0.601694915,C. coli,fluoroquinolones and other quinolones
MS1,Member State 1,2013,SLMSPP,QALL,0.690039144,80,742,0.107816712,Salmonella spp.,fluoroquinolones and other quinolones
MS19,Member State 19,2013,ESCCOL,QALL,0.598242298,351,2975,0.117983193,E. coli,fluoroquinolones and other quinolones
MS19,Member State 19,2013,CAMJEJ,QALL,0.536307827,22,106,0.20754717,C. jejuni,fluoroquinolones and other quinolones
MS19,Member State 19,2013,CAMCOL,QALL,0.575656847,3,3,1,C. coli,fluoroquinolones and other quinolones
MS19,Member State 19,2013,SLMSPP,QALL,0.597506088,36,367,0.098092643,Salmonella spp.,fluoroquinolones and other quinolones
MS18,Member State 18,2013,ESCCOL,QALL,2.620906672,815,2685,0.303538175,E. coli,fluoroquinolones and other quinolones
MS18,Member State 18,2013,CAMJEJ,QALL,1.972165234,4,4,1,C. jejuni,fluoroquinolones and other quinolones
MS18,Member State 18,2013,CAMCOL,QALL,1.913936946,1,1,1,C. coli,fluoroquinolones and other quinolones
MS25,Member State 25,2013,ESCCOL,QALL,4.085797311,88,300,0.293333333,E. coli,fluoroquinolones and other quinolones
MS25,Member State 25,2013,CAMJEJ,QALL,5.269082298,33,44,0.75,C. jejuni,fluoroquinolones and other quinolones
MS25,Member State 25,2013,CAMCOL,QALL,4.02780622,2,5,0.4,C. coli,fluoroquinolones and other quinolones
MS25,Member State 25,2013,SLMSPP,QALL,3.804299875,48,222,0.216216216,Salmonella spp.,fluoroquinolones and other quinolones
MS3,Member State 3,2013,ESCCOL,QALL,0.904117158,943,7356,0.128194671,E. coli,fluoroquinolones and other quinolones
MS30,Member State 30,2013,ESCCOL,QALL,1.328063424,275,1224,0.224673203,E. coli,fluoroquinolones and other quinolones
MS30,Member State 30,2013,CAMJEJ,QALL,0.875278221,565,877,0.644241733,C. jejuni,fluoroquinolones and other quinolones
MS30,Member State 30,2013,CAMCOL,QALL,1.472038648,45,73,0.616438356,C. coli,fluoroquinolones and other quinolones
MS30,Member State 30,2013,SLMSPP,QALL,1.176923964,82,314,0.261146497,Salmonella spp.,fluoroquinolones and other quinolones
MS6,Member State 6,2013,ESCCOL,QALL,2.605872065,329,808,0.407178218,E. coli,fluoroquinolones and other quinolones
MS6,Member State 6,2013,CAMJEJ,QALL,3.347126053,399,992,0.402217742,C. jejuni,fluoroquinolones and other quinolones
MS6,Member State 6,2013,CAMCOL,QALL,2.379694155,6,25,0.24,C. coli,fluoroquinolones and other quinolones
MS6,Member State 6,2013,SLMSPP,QALL,2.76362268,11,346,0.031791908,Salmonella spp.,fluoroquinolones and other quinolones
MS14,Member State 14,2014,ESCCOL,QALL,2.381782516,705,2599,0.271258176,E. coli,fluoroquinolones and other quinolones
MS14,Member State 14,2014,SLMSPP,QALL,3.698382645,132,871,0.151549943,Salmonella spp.,fluoroquinolones and other quinolones
MS22,Member State 22,2014,ESCCOL,QALL,4.051348772,85,215,0.395348837,E. coli,fluoroquinolones and other quinolones
MS4,Member State 4,2014,ESCCOL,QALL,3.778266253,67,153,0.437908497,E. coli,fluoroquinolones and other quinolones
MS13,Member State 13,2014,ESCCOL,QALL,1.799546981,1277,6163,0.207204284,E. coli,fluoroquinolones and other quinolones
MS13,Member State 13,2014,SLMSPP,QALL,1.621539589,208,2724,0.076358297,Salmonella spp.,fluoroquinolones and other quinolones
MS9,Member State 9,2014,ESCCOL,QALL,0.732290732,721,4489,0.160614836,E. coli,fluoroquinolones and other quinolones
MS9,Member State 9,2014,SLMSPP,QALL,0.751298672,31,408,0.075980392,Salmonella spp.,fluoroquinolones and other quinolones
MS10,Member State 10,2014,ESCCOL,QALL,1.048561356,49,407,0.12039312,E. coli,fluoroquinolones and other quinolones
MS10,Member State 10,2014,CAMJEJ,QALL,0.968690943,22,31,0.709677419,C. jejuni,fluoroquinolones and other quinolones
MS10,Member State 10,2014,CAMCOL,QALL,1.019878586,2,2,1,C. coli,fluoroquinolones and other quinolones
MS10,Member State 10,2014,SLMSPP,QALL,1.212693035,6,21,0.285714286,Salmonella spp.,fluoroquinolones and other quinolones
MS26,Member State 26,2014,ESCCOL,QALL,2.560824512,382,1105,0.345701357,E. coli,fluoroquinolones and other quinolones
MS26,Member State 26,2014,SLMSPP,QALL,1.859055997,0,9,0,Salmonella spp.,fluoroquinolones and other quinolones
MS17,Member State 17,2014,ESCCOL,QALL,1.292822823,438,3987,0.109857035,E. coli,fluoroquinolones and other quinolones
MS17,Member State 17,2014,SLMSPP,QALL,1.164321215,25,308,0.081168831,Salmonella spp.,fluoroquinolones and other quinolones
MS12,Member State 12,2014,ESCCOL,QALL,1.729016846,2207,10307,0.214126322,E. coli,fluoroquinolones and other quinolones
MS12,Member State 12,2014,CAMJEJ,QALL,1.895280658,2581,4627,0.557812838,C. jejuni,fluoroquinolones and other quinolones
MS12,Member State 12,2014,CAMCOL,QALL,2.164566154,499,812,0.61453202,C. coli,fluoroquinolones and other quinolones
MS12,Member State 12,2014,SLMSPP,QALL,2.801209395,363,1272,0.285377358,Salmonella spp.,fluoroquinolones and other quinolones
MS7,Member State 7,2014,ESCCOL,QALL,2.11887224,237,1072,0.22108209,E. coli,fluoroquinolones and other quinolones
MS21,Member State 21,2014,ESCCOL,QALL,2.324357557,462,1614,0.286245353,E. coli,fluoroquinolones and other quinolones
MS21,Member State 21,2014,SLMSPP,QALL,4.401273831,124,295,0.420338983,Salmonella spp.,fluoroquinolones and other quinolones
MS5,Member State 5,2014,ESCCOL,QALL,1.229905362,663,2703,0.245283019,E. coli,fluoroquinolones and other quinolones
MS5,Member State 5,2014,SLMSPP,QALL,1.039732653,29,171,0.169590643,Salmonella spp.,fluoroquinolones and other quinolones
MS16,Member State 16,2014,ESCCOL,QALL,4.117874528,1661,3647,0.45544283,E. coli,fluoroquinolones and other quinolones
MS16,Member State 16,2014,CAMJEJ,QALL,3.433513009,59,69,0.855072464,C. jejuni,fluoroquinolones and other quinolones
MS16,Member State 16,2014,CAMCOL,QALL,4.25933506,5,6,0.833333333,C. coli,fluoroquinolones and other quinolones
MS16,Member State 16,2014,SLMSPP,QALL,4.369452945,34,111,0.306306306,Salmonella spp.,fluoroquinolones and other quinolones
MS15,Member State 15,2014,ESCCOL,QALL,1.058220563,83,592,0.140202703,E. coli,fluoroquinolones and other quinolones
MS15,Member State 15,2014,CAMJEJ,QALL,1.194738312,176,198,0.888888889,C. jejuni,fluoroquinolones and other quinolones
MS15,Member State 15,2014,CAMCOL,QALL,0.907026975,13,16,0.8125,C. coli,fluoroquinolones and other quinolones
MS15,Member State 15,2014,SLMSPP,QALL,1.384776911,125,893,0.139977604,Salmonella spp.,fluoroquinolones and other quinolones
MS24,Member State 24,2014,ESCCOL,QALL,2.726357964,78,368,0.211956522,E. coli,fluoroquinolones and other quinolones
MS24,Member State 24,2014,CAMJEJ,QALL,1.899750755,502,761,0.659658344,C. jejuni,fluoroquinolones and other quinolones
MS24,Member State 24,2014,CAMCOL,QALL,2.52698901,50,73,0.684931507,C. coli,fluoroquinolones and other quinolones
MS24,Member State 24,2014,SLMSPP,QALL,2.93951885,7,110,0.063636364,Salmonella spp.,fluoroquinolones and other quinolones
MS11,Member State 11,2014,ESCCOL,QALL,1.531874153,36,181,0.198895028,E. coli,fluoroquinolones and other quinolones
MS11,Member State 11,2014,SLMSPP,QALL,1.061815485,0,25,0,Salmonella spp.,fluoroquinolones and other quinolones
MS8,Member State 8,2014,ESCCOL,QALL,3.4613667,87,268,0.324626866,E. coli,fluoroquinolones and other quinolones
MS8,Member State 8,2014,CAMJEJ,QALL,3.349634548,131,196,0.668367347,C. jejuni,fluoroquinolones and other quinolones
MS8,Member State 8,2014,CAMCOL,QALL,3.098165212,66,84,0.785714286,C. coli,fluoroquinolones and other quinolones
MS8,Member State 8,2014,SLMSPP,QALL,2.807688094,33,146,0.226027397,Salmonella spp.,fluoroquinolones and other quinolones
