"ReportingCountry","country_name","Year","Pathogen","Class","Animal","NS_a","Tested_a","PR_a","NS","Tested","PR_h","pathogen_name","class_name"
"MS26","Member State 26",2020,"SLMSPP","CEPH","SIMR",0,20,0,0,150,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS26","Member State 26",2019,"SLMSPP","TET","SIMR",4,24,0.166666666666667,4,50,0.08,"Salmonella spp.","tetracyclines"
"MS26","Member State 26",2021,"SLMSPP","QALL","SIMR",10,30,0.333333333333333,23,249,0.0923694779116466,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS26","Member State 26",2019,"SLMSPP","QALL","SIMR",19,24,0.791666666666667,11,50,0.22,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS21","Member State 21",2019,"ESCCOL","AMP","pigs",79,170,0.464705882352941,1404,2363,0.594159966144731,"E. coli","aminopenicillins"
"MS21","Member State 21",2020,"ESCCOL","AMP","turkeys",102,170,0.6,1030,1804,0.570953436807095,"E. coli","aminopenicillins"
"MS21","Member State 21",2021,"CAMCOL","QALL","pigs",98,170,0.576470588235294,111,137,0.81021897810219,"C. coli","fluoroquinolones and other quinolones"
"MS21","Member State 21",2021,"ESCCOL","CEPH","pigs",3,170,0.0176470588235294,485,2470,0.196356275303644,"E. coli","third- and fourth-generation cephalosporins "
"MS21","Member State 21",2020,"SLMSPP","TET","broilers",113,170,0.664705882352941,292,426,0.685446009389671,"Salmonella spp.","tetracyclines"
"MS21","Member State 21",2019,"ESCCOL","QALL","pigs",22,170,0.129411764705882,727,2398,0.303169307756464,"E. coli","fluoroquinolones and other quinolones"
"MS21","Member State 21",2020,"SLMSPP","QALL","broilers",157,170,0.923529411764706,85,382,0.222513089005236,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS21","Member State 21",2020,"SLMSPP","AMP","broilers",34,170,0.2,341,627,0.543859649122807,"Salmonella spp.","aminopenicillins"
"MS21","Member State 21",2020,"SLMSPP","TET","turkeys",155,170,0.911764705882353,305,426,0.715962441314554,"Salmonella spp.","tetracyclines"
"MS21","Member State 21",2020,"ESCCOL","AMP","broilers",93,170,0.547058823529412,1096,1804,0.607538802660754,"E. coli","aminopenicillins"
"MS21","Member State 21",2020,"ESCCOL","QALL","broilers",144,170,0.847058823529412,602,1958,0.307456588355465,"E. coli","fluoroquinolones and other quinolones"
"MS21","Member State 21",2020,"SLMSPP","CEPH","SIMR",0,370,0,1,532,0.0018796992481203,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS21","Member State 21",2021,"CAMCOL","TET","pigs",118,170,0.694117647058824,70,137,0.510948905109489,"C. coli","tetracyclines"
"MS21","Member State 21",2019,"ESCCOL","CEPH","pigs",0,170,0,483,2413,0.20016576875259,"E. coli","third- and fourth-generation cephalosporins "
"MS21","Member State 21",2021,"CAMCOL","MAC","pigs",14,170,0.0823529411764706,0,137,0,"C. coli","macrolides"
"MS21","Member State 21",2020,"ESCCOL","QALL","turkeys",104,170,0.611764705882353,624,1958,0.318692543411645,"E. coli","fluoroquinolones and other quinolones"
"MS21","Member State 21",2021,"SLMSPP","QALL","pig carcasses",4,80,0.05,78,531,0.146892655367232,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS21","Member State 21",2021,"SLMSPP","TET","SIMR",201,420,0.478571428571429,217,534,0.406367041198502,"Salmonella spp.","tetracyclines"
"MS21","Member State 21",2021,"SLMSPP","CEPH","pig carcasses",2,80,0.025,26,534,0.048689138576779,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS21","Member State 21",2021,"SLMSPP","AMP","SIMR",128,420,0.304761904761905,270,534,0.50561797752809,"Salmonella spp.","aminopenicillins"
"MS21","Member State 21",2020,"SLMSPP","QALL","turkeys",151,170,0.888235294117647,69,382,0.180628272251309,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS21","Member State 21",2021,"ESCCOL","QALL","pigs",19,170,0.111764705882353,740,2460,0.300813008130081,"E. coli","fluoroquinolones and other quinolones"
"MS21","Member State 21",2020,"SLMSPP","AMP","SIMR",132,370,0.356756756756757,344,627,0.548644338118022,"Salmonella spp.","aminopenicillins"
"MS21","Member State 21",2020,"SLMSPP","TET","SIMR",209,370,0.564864864864865,289,426,0.678403755868545,"Salmonella spp.","tetracyclines"
"MS21","Member State 21",2021,"ESCCOL","AMP","pigs",72,170,0.423529411764706,1309,2263,0.578435704816615,"E. coli","aminopenicillins"
"MS21","Member State 21",2021,"SLMSPP","AMP","pig carcasses",26,80,0.325,260,534,0.48689138576779,"Salmonella spp.","aminopenicillins"
"MS21","Member State 21",2021,"SLMSPP","CEPH","SIMR",12,420,0.0285714285714286,16,534,0.0299625468164794,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS21","Member State 21",2020,"ESCCOL","CEPH","turkeys",0,170,0,404,1962,0.205912334352701,"E. coli","third- and fourth-generation cephalosporins "
"MS21","Member State 21",2020,"SLMSPP","AMP","turkeys",82,170,0.482352941176471,329,627,0.524720893141946,"Salmonella spp.","aminopenicillins"
"MS21","Member State 21",2020,"ESCCOL","CEPH","broilers",5,170,0.0294117647058824,407,1962,0.207441386340469,"E. coli","third- and fourth-generation cephalosporins "
"MS21","Member State 21",2021,"SLMSPP","TET","pig carcasses",24,80,0.3,239,534,0.447565543071161,"Salmonella spp.","tetracyclines"
"MS21","Member State 21",2020,"SLMSPP","CEPH","broilers",1,170,0.00588235294117647,0,532,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS21","Member State 21",2020,"SLMSPP","QALL","SIMR",170,370,0.459459459459459,66,382,0.172774869109948,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS21","Member State 21",2021,"SLMSPP","QALL","SIMR",157,420,0.373809523809524,94,531,0.177024482109228,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS21","Member State 21",2020,"SLMSPP","CEPH","turkeys",0,170,0,0,532,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS28","Member State 28",2021,"CAMCOL","MAC","pigs",0,145,0,0,1,0,"C. coli","macrolides"
"MS28","Member State 28",2021,"SLMSPP","AMP","SIMR",1,10,0.1,2,48,0.0416666666666667,"Salmonella spp.","aminopenicillins"
"MS28","Member State 28",2019,"ESCCOL","AMP","pigs",5,14,0.357142857142857,128,257,0.498054474708171,"E. coli","aminopenicillins"
"MS28","Member State 28",2021,"SLMSPP","QALL","SIMR",0,10,0,4,48,0.0833333333333333,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS28","Member State 28",2019,"ESCCOL","CEPH","pigs",0,14,0,23,257,0.0894941634241245,"E. coli","third- and fourth-generation cephalosporins "
"MS28","Member State 28",2021,"ESCCOL","AMP","pigs",20,85,0.235294117647059,132,277,0.476534296028881,"E. coli","aminopenicillins"
"MS28","Member State 28",2019,"ESCCOL","QALL","pigs",0,14,0,33,252,0.130952380952381,"E. coli","fluoroquinolones and other quinolones"
"MS28","Member State 28",2019,"SLMSPP","CEPH","pig carcasses",0,10,0,0,6,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS28","Member State 28",2019,"SLMSPP","QALL","pig carcasses",0,10,0,2,27,0.0740740740740741,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS28","Member State 28",2020,"SLMSPP","AMP","broilers",1,10,0.1,8,20,0.4,"Salmonella spp.","aminopenicillins"
"MS28","Member State 28",2020,"SLMSPP","QALL","SIMR",0,20,0,2,21,0.0952380952380952,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS28","Member State 28",2020,"SLMSPP","AMP","SIMR",2,20,0.1,14,20,0.7,"Salmonella spp.","aminopenicillins"
"MS28","Member State 28",2020,"ESCCOL","AMP","broilers",14,85,0.164705882352941,137,245,0.559183673469388,"E. coli","aminopenicillins"
"MS28","Member State 28",2021,"ESCCOL","CEPH","pigs",1,85,0.0117647058823529,37,278,0.133093525179856,"E. coli","third- and fourth-generation cephalosporins "
"MS28","Member State 28",2020,"SLMSPP","CEPH","SIMR",0,20,0,0,2,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS28","Member State 28",2019,"SLMSPP","AMP","pig carcasses",6,10,0.6,7,26,0.269230769230769,"Salmonella spp.","aminopenicillins"
"MS28","Member State 28",2021,"CAMCOL","QALL","pigs",120,145,0.827586206896552,0,1,0,"C. coli","fluoroquinolones and other quinolones"
"MS28","Member State 28",2021,"SLMSPP","AMP","pig carcasses",2,3,0.666666666666667,7,48,0.145833333333333,"Salmonella spp.","aminopenicillins"
"MS28","Member State 28",2020,"SLMSPP","QALL","broilers",0,10,0,3,21,0.142857142857143,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS28","Member State 28",2020,"SLMSPP","CEPH","broilers",0,10,0,0,2,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS28","Member State 28",2020,"ESCCOL","CEPH","broilers",0,85,0,30,245,0.122448979591837,"E. coli","third- and fourth-generation cephalosporins "
"MS28","Member State 28",2021,"ESCCOL","QALL","pigs",0,85,0,51,277,0.184115523465704,"E. coli","fluoroquinolones and other quinolones"
"MS28","Member State 28",2020,"ESCCOL","QALL","broilers",2,85,0.0235294117647059,37,245,0.151020408163265,"E. coli","fluoroquinolones and other quinolones"
"MS28","Member State 28",2021,"SLMSPP","QALL","pig carcasses",0,3,0,3,48,0.0625,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS5","Member State 5",2020,"CAMJEJ","QALL","broilers",45,165,0.272727272727273,1,1,1,"C. jejuni","fluoroquinolones and other quinolones"
"MS5","Member State 5",2019,"SLMSPP","CEPH","pig carcasses",0,62,0,0,185,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS5","Member State 5",2019,"ESCCOL","AMP","pigs",68,170,0.4,2214,3201,0.69165885660731,"E. coli","aminopenicillins"
"MS5","Member State 5",2020,"SLMSPP","AMP","broilers",0,6,0,44,183,0.240437158469945,"Salmonella spp.","aminopenicillins"
"MS5","Member State 5",2020,"SLMSPP","TET","broilers",0,6,0,27,183,0.147540983606557,"Salmonella spp.","tetracyclines"
"MS5","Member State 5",2020,"SLMSPP","AMP","SIMR",39,62,0.629032258064516,45,183,0.245901639344262,"Salmonella spp.","aminopenicillins"
"MS5","Member State 5",2020,"CAMJEJ","TET","broilers",53,165,0.321212121212121,1,1,1,"C. jejuni","tetracyclines"
"MS5","Member State 5",2021,"CAMCOL","QALL","pigs",67,170,0.394117647058824,2,18,0.111111111111111,"C. coli","fluoroquinolones and other quinolones"
"MS5","Member State 5",2019,"SLMSPP","QALL","pig carcasses",0,62,0,27,185,0.145945945945946,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS5","Member State 5",2019,"ESCCOL","QALL","pigs",10,170,0.0588235294117647,719,3223,0.223084083152343,"E. coli","fluoroquinolones and other quinolones"
"MS5","Member State 5",2020,"SLMSPP","TET","turkeys",2,5,0.4,14,183,0.0765027322404372,"Salmonella spp.","tetracyclines"
"MS5","Member State 5",2021,"CAMCOL","MAC","pigs",26,170,0.152941176470588,0,18,0,"C. coli","macrolides"
"MS5","Member State 5",2020,"ESCCOL","AMP","broilers",69,170,0.405882352941176,1823,2841,0.641675466385076,"E. coli","aminopenicillins"
"MS5","Member State 5",2019,"ESCCOL","CEPH","pigs",1,170,0.00588235294117647,466,3231,0.144227793252863,"E. coli","third- and fourth-generation cephalosporins "
"MS5","Member State 5",2020,"SLMSPP","QALL","broilers",1,6,0.166666666666667,27,182,0.148351648351648,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS5","Member State 5",2021,"CAMCOL","TET","pigs",103,170,0.605882352941176,1,18,0.0555555555555556,"C. coli","tetracyclines"
"MS5","Member State 5",2020,"SLMSPP","CEPH","SIMR",0,62,0,1,183,0.00546448087431694,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS5","Member State 5",2020,"SLMSPP","QALL","turkeys",0,5,0,26,182,0.142857142857143,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS5","Member State 5",2020,"ESCCOL","QALL","broilers",19,170,0.111764705882353,587,2844,0.206399437412096,"E. coli","fluoroquinolones and other quinolones"
"MS5","Member State 5",2021,"ESCCOL","CEPH","pigs",0,170,0,337,2903,0.116086806751636,"E. coli","third- and fourth-generation cephalosporins "
"MS5","Member State 5",2020,"SLMSPP","CEPH","turkeys",0,5,0,0,183,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS5","Member State 5",2020,"SLMSPP","TET","SIMR",39,62,0.629032258064516,28,183,0.153005464480874,"Salmonella spp.","tetracyclines"
"MS5","Member State 5",2019,"SLMSPP","TET","pig carcasses",38,62,0.612903225806452,48,185,0.259459459459459,"Salmonella spp.","tetracyclines"
"MS5","Member State 5",2021,"ESCCOL","QALL","pigs",4,170,0.0235294117647059,505,2898,0.174258109040718,"E. coli","fluoroquinolones and other quinolones"
"MS5","Member State 5",2019,"SLMSPP","AMP","pig carcasses",37,62,0.596774193548387,33,185,0.178378378378378,"Salmonella spp.","aminopenicillins"
"MS5","Member State 5",2020,"ESCCOL","CEPH","broilers",0,170,0,353,2850,0.123859649122807,"E. coli","third- and fourth-generation cephalosporins "
"MS5","Member State 5",2019,"SLMSPP","TET","SIMR",45,100,0.45,56,185,0.302702702702703,"Salmonella spp.","tetracyclines"
"MS5","Member State 5",2020,"CAMJEJ","MAC","broilers",0,165,0,0,1,0,"C. jejuni","macrolides"
"MS5","Member State 5",2019,"SLMSPP","AMP","SIMR",54,100,0.54,35,185,0.189189189189189,"Salmonella spp.","aminopenicillins"
"MS5","Member State 5",2020,"SLMSPP","CEPH","broilers",0,6,0,0,183,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS5","Member State 5",2020,"SLMSPP","AMP","turkeys",0,5,0,35,183,0.191256830601093,"Salmonella spp.","aminopenicillins"
"MS5","Member State 5",2021,"ESCCOL","AMP","pigs",36,170,0.211764705882353,1880,2898,0.64872325741891,"E. coli","aminopenicillins"
"MS5","Member State 5",2020,"SLMSPP","QALL","SIMR",1,62,0.0161290322580645,23,182,0.126373626373626,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS5","Member State 5",2019,"SLMSPP","CEPH","SIMR",0,100,0,0,185,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS5","Member State 5",2019,"SLMSPP","QALL","SIMR",0,100,0,17,185,0.0918918918918919,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS16","Member State 16",2019,"ESCCOL","QALL","calves",81,169,0.479289940828402,8236,18417,0.447195525872835,"E. coli","fluoroquinolones and other quinolones"
"MS16","Member State 16",2019,"SLMSPP","QALL","pig carcasses",19,197,0.0964467005076142,107,569,0.18804920913884,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS16","Member State 16",2020,"SLMSPP","TET","broilers",142,214,0.663551401869159,423,872,0.485091743119266,"Salmonella spp.","tetracyclines"
"MS16","Member State 16",2020,"SLMSPP","QALL","broilers",148,214,0.691588785046729,95,872,0.10894495412844,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS16","Member State 16",2020,"ESCCOL","QALL","turkeys",43,170,0.252941176470588,7805,18840,0.41427813163482,"E. coli","fluoroquinolones and other quinolones"
"MS16","Member State 16",2019,"SLMSPP","TET","SIMR",213,367,0.580381471389646,261,569,0.458699472759227,"Salmonella spp.","tetracyclines"
"MS16","Member State 16",2020,"CAMJEJ","QALL","turkeys",139,168,0.827380952380952,58,77,0.753246753246753,"C. jejuni","fluoroquinolones and other quinolones"
"MS16","Member State 16",2020,"CAMJEJ","MAC","turkeys",6,168,0.0357142857142857,0,77,0,"C. jejuni","macrolides"
"MS16","Member State 16",2021,"ESCCOL","CEPH","calves",7,170,0.0411764705882353,5077,21153,0.240013236893112,"E. coli","third- and fourth-generation cephalosporins "
"MS16","Member State 16",2019,"SLMSPP","QALL","SIMR",95,367,0.258855585831063,107,569,0.18804920913884,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS16","Member State 16",2021,"CAMCOL","TET","pigs",180,197,0.913705583756345,20,34,0.588235294117647,"C. coli","tetracyclines"
"MS16","Member State 16",2021,"CAMCOL","MAC","pigs",90,197,0.456852791878173,7,34,0.205882352941176,"C. coli","macrolides"
"MS16","Member State 16",2020,"SLMSPP","QALL","SIMR",228,581,0.392426850258176,89,872,0.102064220183486,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS16","Member State 16",2020,"ESCCOL","AMP","broilers",93,170,0.547058823529412,2775,4214,0.658519221642145,"E. coli","aminopenicillins"
"MS16","Member State 16",2019,"SLMSPP","CEPH","pig carcasses",2,197,0.0101522842639594,7,569,0.0123022847100176,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS16","Member State 16",2020,"CAMJEJ","TET","turkeys",114,168,0.678571428571429,54,77,0.701298701298701,"C. jejuni","tetracyclines"
"MS16","Member State 16",2020,"ESCCOL","CEPH","broilers",3,170,0.0176470588235294,5233,18750,0.279093333333333,"E. coli","third- and fourth-generation cephalosporins "
"MS16","Member State 16",2020,"SLMSPP","TET","turkeys",79,170,0.464705882352941,426,872,0.488532110091743,"Salmonella spp.","tetracyclines"
"MS16","Member State 16",2021,"ESCCOL","QALL","calves",63,170,0.370588235294118,7705,20989,0.367097050836152,"E. coli","fluoroquinolones and other quinolones"
"MS16","Member State 16",2020,"SLMSPP","CEPH","SIMR",38,581,0.0654044750430293,14,872,0.0160550458715596,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS16","Member State 16",2019,"ESCCOL","AMP","pigs",117,169,0.692307692307692,3082,4457,0.691496522324433,"E. coli","aminopenicillins"
"MS16","Member State 16",2021,"CAMCOL","QALL","pigs",154,197,0.781725888324873,26,34,0.764705882352941,"C. coli","fluoroquinolones and other quinolones"
"MS16","Member State 16",2021,"SLMSPP","TET","SIMR",230,475,0.484210526315789,400,693,0.577200577200577,"Salmonella spp.","tetracyclines"
"MS16","Member State 16",2021,"SLMSPP","QALL","SIMR",173,475,0.364210526315789,78,693,0.112554112554113,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS16","Member State 16",2020,"CAMJEJ","MAC","broilers",2,178,0.0112359550561798,0,77,0,"C. jejuni","macrolides"
"MS16","Member State 16",2019,"ESCCOL","CEPH","pigs",3,169,0.0177514792899408,5939,18409,0.322613938834266,"E. coli","third- and fourth-generation cephalosporins "
"MS16","Member State 16",2021,"SLMSPP","AMP","SIMR",155,475,0.326315789473684,292,692,0.421965317919075,"Salmonella spp.","aminopenicillins"
"MS16","Member State 16",2021,"SLMSPP","CEPH","pig carcasses",2,91,0.021978021978022,36,693,0.051948051948052,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS16","Member State 16",2020,"SLMSPP","CEPH","turkeys",1,170,0.00588235294117647,18,872,0.0206422018348624,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS16","Member State 16",2021,"ESCCOL","CEPH","pigs",0,170,0,5288,21153,0.249988181345436,"E. coli","third- and fourth-generation cephalosporins "
"MS16","Member State 16",2020,"SLMSPP","QALL","turkeys",104,170,0.611764705882353,94,872,0.107798165137615,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS16","Member State 16",2020,"CAMJEJ","QALL","broilers",157,178,0.882022471910112,67,77,0.87012987012987,"C. jejuni","fluoroquinolones and other quinolones"
"MS16","Member State 16",2020,"ESCCOL","AMP","turkeys",95,170,0.558823529411765,2714,4214,0.644043663977219,"E. coli","aminopenicillins"
"MS16","Member State 16",2020,"ESCCOL","QALL","broilers",92,170,0.541176470588235,7790,18840,0.413481953290871,"E. coli","fluoroquinolones and other quinolones"
"MS16","Member State 16",2019,"ESCCOL","QALL","pigs",43,169,0.254437869822485,8144,18417,0.442200141173915,"E. coli","fluoroquinolones and other quinolones"
"MS16","Member State 16",2020,"CAMJEJ","TET","broilers",126,178,0.707865168539326,42,77,0.545454545454545,"C. jejuni","tetracyclines"
"MS16","Member State 16",2021,"ESCCOL","QALL","pigs",28,170,0.164705882352941,7715,20989,0.367573490876173,"E. coli","fluoroquinolones and other quinolones"
"MS16","Member State 16",2020,"SLMSPP","AMP","broilers",77,214,0.35981308411215,383,872,0.439220183486239,"Salmonella spp.","aminopenicillins"
"MS16","Member State 16",2019,"SLMSPP","AMP","SIMR",177,367,0.482288828337875,239,569,0.420035149384886,"Salmonella spp.","aminopenicillins"
"MS16","Member State 16",2021,"ESCCOL","AMP","calves",97,170,0.570588235294118,3259,5518,0.590612540775643,"E. coli","aminopenicillins"
"MS16","Member State 16",2019,"SLMSPP","TET","pig carcasses",104,197,0.527918781725888,280,569,0.492091388400703,"Salmonella spp.","tetracyclines"
"MS16","Member State 16",2019,"SLMSPP","AMP","pig carcasses",93,197,0.472081218274112,244,569,0.428822495606327,"Salmonella spp.","aminopenicillins"
"MS16","Member State 16",2021,"SLMSPP","QALL","pig carcasses",2,91,0.021978021978022,78,693,0.112554112554113,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS16","Member State 16",2021,"SLMSPP","AMP","pig carcasses",28,91,0.307692307692308,307,692,0.44364161849711,"Salmonella spp.","aminopenicillins"
"MS16","Member State 16",2020,"SLMSPP","TET","SIMR",317,581,0.545611015490534,409,872,0.469036697247706,"Salmonella spp.","tetracyclines"
"MS16","Member State 16",2020,"SLMSPP","AMP","turkeys",93,170,0.547058823529412,378,872,0.43348623853211,"Salmonella spp.","aminopenicillins"
"MS16","Member State 16",2021,"SLMSPP","TET","pig carcasses",33,91,0.362637362637363,370,693,0.533910533910534,"Salmonella spp.","tetracyclines"
"MS16","Member State 16",2020,"ESCCOL","CEPH","turkeys",3,170,0.0176470588235294,5161,18750,0.275253333333333,"E. coli","third- and fourth-generation cephalosporins "
"MS16","Member State 16",2019,"ESCCOL","AMP","calves",112,169,0.662721893491124,2970,4457,0.666367511779224,"E. coli","aminopenicillins"
"MS16","Member State 16",2021,"ESCCOL","AMP","pigs",109,170,0.641176470588235,3247,5518,0.588437839797028,"E. coli","aminopenicillins"
"MS16","Member State 16",2020,"SLMSPP","CEPH","broilers",27,214,0.126168224299065,18,872,0.0206422018348624,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS16","Member State 16",2021,"SLMSPP","CEPH","SIMR",19,475,0.04,33,693,0.0476190476190476,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS16","Member State 16",2020,"SLMSPP","AMP","SIMR",258,581,0.444061962134251,371,872,0.42545871559633,"Salmonella spp.","aminopenicillins"
"MS16","Member State 16",2019,"SLMSPP","CEPH","SIMR",35,367,0.0953678474114441,3,569,0.00527240773286467,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS16","Member State 16",2019,"ESCCOL","CEPH","calves",8,169,0.0473372781065089,5818,18409,0.316041066869466,"E. coli","third- and fourth-generation cephalosporins "
"MS11","Member State 11",2021,"SLMSPP","QALL","pig carcasses",0,42,0,0,8,0,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS11","Member State 11",2021,"ESCCOL","QALL","pigs",9,152,0.0592105263157895,104,392,0.26530612244898,"E. coli","fluoroquinolones and other quinolones"
"MS11","Member State 11",2020,"ESCCOL","AMP","broilers",71,150,0.473333333333333,189,374,0.505347593582888,"E. coli","aminopenicillins"
"MS11","Member State 11",2021,"SLMSPP","AMP","pig carcasses",3,42,0.0714285714285714,2,8,0.25,"Salmonella spp.","aminopenicillins"
"MS11","Member State 11",2020,"ESCCOL","CEPH","broilers",0,150,0,97,378,0.256613756613757,"E. coli","third- and fourth-generation cephalosporins "
"MS11","Member State 11",2020,"SLMSPP","AMP","SIMR",0,10,0,5,18,0.277777777777778,"Salmonella spp.","aminopenicillins"
"MS11","Member State 11",2020,"SLMSPP","AMP","broilers",0,10,0,0,18,0,"Salmonella spp.","aminopenicillins"
"MS11","Member State 11",2021,"ESCCOL","AMP","pigs",46,152,0.302631578947368,172,344,0.5,"E. coli","aminopenicillins"
"MS11","Member State 11",2021,"ESCCOL","CEPH","pigs",3,152,0.0197368421052632,70,393,0.178117048346056,"E. coli","third- and fourth-generation cephalosporins "
"MS11","Member State 11",2020,"SLMSPP","QALL","SIMR",0,10,0,0,18,0,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS11","Member State 11",2019,"ESCCOL","QALL","pigs",21,152,0.138157894736842,129,442,0.29185520361991,"E. coli","fluoroquinolones and other quinolones"
"MS11","Member State 11",2019,"ESCCOL","CEPH","pigs",0,152,0,96,442,0.217194570135747,"E. coli","third- and fourth-generation cephalosporins "
"MS11","Member State 11",2021,"SLMSPP","AMP","SIMR",0,52,0,3,8,0.375,"Salmonella spp.","aminopenicillins"
"MS11","Member State 11",2020,"ESCCOL","QALL","broilers",105,150,0.7,112,378,0.296296296296296,"E. coli","fluoroquinolones and other quinolones"
"MS11","Member State 11",2021,"SLMSPP","QALL","SIMR",0,52,0,0,8,0,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS11","Member State 11",2019,"ESCCOL","AMP","pigs",45,152,0.296052631578947,255,438,0.582191780821918,"E. coli","aminopenicillins"
"MS11","Member State 11",2020,"SLMSPP","QALL","broilers",0,10,0,0,18,0,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS15","Member State 15",2021,"ESCCOL","QALL","pigs",12,100,0.12,235,1139,0.206321334503951,"E. coli","fluoroquinolones and other quinolones"
"MS15","Member State 15",2021,"ESCCOL","AMP","pigs",45,100,0.45,650,1147,0.566695727986051,"E. coli","aminopenicillins"
"MS15","Member State 15",2021,"SLMSPP","CEPH","SIMR",0,17,0,0,142,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS15","Member State 15",2020,"ESCCOL","QALL","broilers",95,100,0.95,210,1136,0.184859154929577,"E. coli","fluoroquinolones and other quinolones"
"MS15","Member State 15",2021,"ESCCOL","CEPH","pigs",1,100,0.01,165,1153,0.143104943625325,"E. coli","third- and fourth-generation cephalosporins "
"MS15","Member State 15",2020,"ESCCOL","AMP","broilers",86,100,0.86,651,1138,0.572056239015817,"E. coli","aminopenicillins"
"MS15","Member State 15",2021,"SLMSPP","QALL","SIMR",2,17,0.117647058823529,38,201,0.189054726368159,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS15","Member State 15",2021,"CAMCOL","QALL","pigs",60,85,0.705882352941177,5,11,0.454545454545455,"C. coli","fluoroquinolones and other quinolones"
"MS15","Member State 15",2021,"SLMSPP","QALL","pig carcasses",4,17,0.235294117647059,41,201,0.203980099502488,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS15","Member State 15",2019,"ESCCOL","AMP","pigs",31,99,0.313131313131313,681,1129,0.603188662533215,"E. coli","aminopenicillins"
"MS15","Member State 15",2020,"ESCCOL","CEPH","broilers",4,100,0.04,182,1142,0.159369527145359,"E. coli","third- and fourth-generation cephalosporins "
"MS15","Member State 15",2021,"CAMCOL","MAC","pigs",4,85,0.0470588235294118,2,11,0.181818181818182,"C. coli","macrolides"
"MS15","Member State 15",2021,"SLMSPP","CEPH","pig carcasses",0,17,0,0,142,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS15","Member State 15",2021,"SLMSPP","AMP","SIMR",15,17,0.882352941176471,53,212,0.25,"Salmonella spp.","aminopenicillins"
"MS15","Member State 15",2021,"SLMSPP","AMP","pig carcasses",14,17,0.823529411764706,43,212,0.202830188679245,"Salmonella spp.","aminopenicillins"
"MS15","Member State 15",2019,"ESCCOL","CEPH","pigs",0,99,0,188,1132,0.166077738515901,"E. coli","third- and fourth-generation cephalosporins "
"MS15","Member State 15",2021,"CAMCOL","TET","pigs",64,85,0.752941176470588,2,5,0.4,"C. coli","tetracyclines"
"MS15","Member State 15",2019,"ESCCOL","QALL","pigs",12,99,0.121212121212121,216,1129,0.191319751992914,"E. coli","fluoroquinolones and other quinolones"
"MS24","Member State 24",2021,"CAMCOL","MAC","pigs",12,203,0.0591133004926108,2,21,0.0952380952380952,"C. coli","macrolides"
